	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1973	Fungi	NA	NA	NA	NA	NA	NA
OTU1974	NA	NA	NA	NA	NA	NA	NA
OTU1975	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1976	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Strelitzianaceae	Strelitziana	NA
OTU1977	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium oeirense
OTU1978	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Barriopsis	Barriopsis archontophoenicis
OTU1979	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1981	NA	NA	NA	NA	NA	NA	NA
OTU1982	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1983	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU1985	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
OTU1987	Fungi	NA	NA	NA	NA	NA	NA
OTU1989	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1990	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Magnibotryascoma	Magnibotryascoma kunmingense
OTU1991	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1992	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1993	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	NA
OTU1994	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	NA	NA
OTU1995	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
OTU1996	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1998	Fungi	NA	NA	NA	NA	NA	NA
OTU1999	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU2000	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2001	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2003	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2004	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU2006	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
OTU2007	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU2008	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU2009	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
OTU2010	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	NA
OTU2011	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	NA
OTU2012	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2013	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
OTU2014	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema fusca
OTU2015	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2016	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Acidomyces	Acidomyces acidophilus
OTU2017	Fungi	NA	NA	NA	NA	NA	NA
OTU2019	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza lobulata
OTU2020	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2021	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus antillarum
OTU2022	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	NA	NA
OTU2023	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus occultum
OTU2025	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2026	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete livescens
OTU2028	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA
OTU2029	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	NA	NA
OTU2030	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2031	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Ramichloridium	Ramichloridium apiculatum
OTU2032	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	NA
OTU2033	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2034	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2036	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU2038	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2039	NA	NA	NA	NA	NA	NA	NA
OTU2040	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	NA	NA
OTU2042	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora mellea
OTU2043	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2044	Fungi	NA	NA	NA	NA	NA	NA
OTU2045	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Poaceascoma	Poaceascoma helicoides
OTU2047	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus xerophilus
OTU2048	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2049	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Disciseda	NA
OTU2050	NA	NA	NA	NA	NA	NA	NA
OTU2051	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
OTU2052	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	NA
OTU2053	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2055	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	NA	NA
OTU2056	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	NA	NA
OTU2057	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2058	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2059	NA	NA	NA	NA	NA	NA	NA
OTU2060	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	Oliveonia	NA
OTU2063	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU2064	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU2065	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus evertens
OTU2066	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU2068	NA	NA	NA	NA	NA	NA	NA
OTU2069	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2070	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2071	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria chlamydospora
OTU2072	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2073	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2074	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU2075	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2076	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2078	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2079	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	NA
OTU2080	NA	NA	NA	NA	NA	NA	NA
OTU2081	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU2082	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU2083	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2084	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU2085	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
OTU2086	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans
OTU2087	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Galiicola	Galiicola baoshanensis
OTU2088	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2089	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	NA
OTU2090	Fungi	NA	NA	NA	NA	NA	NA
OTU2092	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	NA	NA
OTU2093	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2094	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus intraradices
OTU2095	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	NA	NA
OTU2096	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta medicaginicola
OTU2097	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2098	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	NA
OTU2099	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2100	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Ovicillium	Ovicillium attenuatum
OTU2101	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Eichleriella	NA
OTU2102	NA	NA	NA	NA	NA	NA	NA
OTU2103	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2104	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Gyrothrix	NA
OTU2105	NA	NA	NA	NA	NA	NA	NA
OTU2107	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU2109	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU2110	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2111	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU2112	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia pennisetigena
OTU2113	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	NA
OTU2114	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Vaginatispora	Vaginatispora palmae
OTU2115	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	NA	NA
OTU2116	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
OTU2117	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU2118	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2119	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA
OTU2120	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Gyrothrix	NA
OTU2122	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus axfordii
OTU2123	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU2124	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	NA
OTU2125	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU2126	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2127	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Xenoteratosphaeria	NA
OTU2128	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia litorea
OTU2129	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU2132	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2133	Fungi	NA	NA	NA	NA	NA	NA
OTU2134	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2135	Stramenopila	NA	NA	NA	NA	NA	NA
OTU2136	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2137	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2140	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2141	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2142	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	NA
OTU2143	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2144	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2146	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2147	Fungi	NA	NA	NA	NA	NA	NA
OTU2148	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	NA
OTU2149	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	Agrocybe pediades
OTU2150	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	NA
OTU2152	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2153	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	Eutypella citricola
OTU2154	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2155	Fungi	NA	NA	NA	NA	NA	NA
OTU2156	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2157	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2158	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2159	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
OTU2160	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2161	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma meredithiae
OTU2163	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
OTU2164	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia frigida
OTU2165	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2166	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2167	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerodontia	Phanerodontia chrysosporium
OTU2168	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus subsessilis
OTU2169	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2170	NA	NA	NA	NA	NA	NA	NA
OTU2171	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus crinitus
OTU2172	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2173	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
OTU2174	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2175	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia pimensis
OTU2176	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Melanconidaceae	Melanconiella	NA
OTU2177	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2178	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2179	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	Itersonilia pannonica
OTU2181	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
OTU2182	Fungi	NA	NA	NA	NA	NA	NA
OTU2183	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	Keissleriella rosacearum
OTU2184	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia sebi
OTU2186	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA
OTU2188	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2189	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2191	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	NA
OTU2192	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	NA	NA
OTU2193	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU2194	Fungi	Mucoromycota	NA	NA	NA	NA	NA
OTU2195	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2199	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2202	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma japonicum
OTU2203	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2204	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2205	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA	NA
OTU2207	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2209	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	NA	NA
OTU2210	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU2211	NA	NA	NA	NA	NA	NA	NA
OTU2212	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris heveae
OTU2213	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU2215	Fungi	Ascomycota	Sordariomycetes	Xylariales	Cainiaceae	Alishanica	Alishanica miscanthi
OTU2217	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA
OTU2218	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU2219	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2220	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2221	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2222	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU2223	NA	NA	NA	NA	NA	NA	NA
OTU2224	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes polyzona
OTU2225	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	NA
OTU2226	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2227	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomes	Fomes fasciatus
OTU2228	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	NA
OTU2229	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU2231	NA	NA	NA	NA	NA	NA	NA
OTU2232	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2233	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
OTU2234	Fungi	Mucoromycota	Endogonomycetes	NA	NA	NA	NA
OTU2235	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2236	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
OTU2237	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2238	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	NA
OTU2239	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2240	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	NA
OTU2242	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
OTU2244	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia poagena
OTU2245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella oudemansii
OTU2246	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	NA
OTU2247	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2248	NA	NA	NA	NA	NA	NA	NA
OTU2249	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU2250	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Aporpiaceae	Elmerina	NA
OTU2251	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	NA	NA
OTU2252	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2253	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Nigrogranaceae	Nigrograna	NA
OTU2254	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	NA
OTU2256	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa gutianensis
OTU2257	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2258	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	NA	NA
OTU2259	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2260	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU2262	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	NA	NA
OTU2263	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2265	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2266	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU2269	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2270	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus birnbaumii
OTU2271	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU2272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2273	Fungi	NA	NA	NA	NA	NA	NA
OTU2274	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microkamienskia	Microkamienskia peruviana
OTU2275	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2276	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
OTU2277	Fungi	Ascomycota	Sordariomycetes	NA	Junewangiaceae	NA	NA
OTU2278	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2279	Fungi	NA	NA	NA	NA	NA	NA
OTU2280	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2281	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	NA
OTU2282	Fungi	Glomeromycota	NA	NA	NA	NA	NA
OTU2283	Fungi	NA	NA	NA	NA	NA	NA
OTU2284	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2285	NA	NA	NA	NA	NA	NA	NA
OTU2286	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2287	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU2288	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Lasionectria	Lasionectria antillana
OTU2289	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2290	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2291	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2292	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2293	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU2294	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2295	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU2296	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus cucumeris
OTU2297	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora fusarioides
OTU2298	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascus	Corynascus similis
OTU2299	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU2300	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU2302	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2303	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia urashimae
OTU2307	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU2308	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
OTU2313	Fungi	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Heppia	Heppia africana
